pir_state,t_temp,field1,field2,field3,field4,count
0,30,"28.00,27.50,27.50,27.25,26.25,25.50,25.00,24.25,28.00,28.25,27.50,26.50,25.75,25.50,24.50,24.50","27.25,26.25,26.25,26.25,25.75,24.75,24.50,24.25,26.75,26.75,26.25,27.25,26.00,25.25,24.50,24.50","27.50,26.75,26.00,27.50,25.75,25.00,24.25,23.75,26.25,26.50,25.50,25.50,25.00,24.75,23.50,23.75","25.50,26.00,25.25,25.25,24.75,24.50,24.75,24.25,24.75,25.50,25.25,24.25,24.75,24.00,24.50,24.75",4
0,30,"27.75,27.25,27.00,26.75,26.25,24.50,24.75,23.75,28.00,27.75,27.25,26.25,25.50,25.00,24.00,24.50","27.25,26.25,25.75,26.25,25.25,24.50,24.50,23.75,26.75,26.50,26.50,26.50,26.00,24.75,24.00,23.50","26.50,25.75,25.50,26.25,25.50,24.50,23.75,24.00,26.25,26.50,25.25,25.25,24.50,24.75,23.75,23.50","25.25,25.25,25.50,24.75,24.50,24.00,24.25,24.00,24.75,25.00,24.75,25.50,24.25,24.00,24.00,24.00",4
0,30,"28.00,27.75,27.00,26.50,26.25,25.00,25.00,24.75,27.25,27.50,26.50,26.25,25.75,25.00,24.00,24.00","27.00,26.25,25.75,26.00,25.50,24.75,24.75,24.00,26.50,26.50,26.00,26.00,26.00,25.00,24.00,24.00","27.00,26.00,26.00,26.25,25.50,24.50,24.25,24.25,25.25,26.00,25.50,25.25,24.75,24.75,23.75,24.00","25.00,25.50,25.75,25.00,24.75,24.50,24.50,24.75,25.00,25.00,25.00,25.00,24.75,24.25,24.25,24.50",4
0,30,"28.75,28.00,27.75,27.25,26.50,24.50,25.25,24.50,27.75,27.50,27.00,26.25,25.75,25.50,24.75,24.25","27.25,26.25,26.00,26.00,25.75,25.00,24.50,24.50,27.00,26.25,26.50,26.50,27.25,25.50,24.75,24.75","27.00,26.00,26.00,27.00,25.50,24.75,24.50,24.00,26.75,26.75,25.25,25.25,24.75,25.00,24.50,23.50","25.75,26.00,25.50,24.75,25.00,24.75,24.50,24.25,25.00,25.25,25.25,25.00,24.50,24.50,23.75,24.25",4
0,30,"28.00,27.50,27.25,26.75,25.75,24.75,24.75,24.50,27.25,27.50,26.75,26.25,25.00,25.25,24.50,25.00","26.75,26.25,25.50,26.25,25.50,24.25,24.50,24.00,26.00,25.75,26.00,26.00,26.50,25.00,24.25,24.25","26.50,25.00,25.25,26.50,25.25,24.00,24.25,24.00,25.00,26.00,25.00,24.75,24.25,24.50,24.25,23.50","25.50,25.25,25.00,24.50,24.50,23.75,24.25,24.25,25.00,25.25,25.00,24.25,24.00,24.00,24.25,25.00",4
0,30,"27.25,27.75,26.50,26.25,25.50,24.00,24.00,24.00,27.50,27.25,26.00,25.75,24.75,24.50,23.75,24.25","27.00,25.50,24.75,25.50,24.75,24.25,24.00,23.50,25.75,25.75,25.50,26.00,25.75,24.25,24.00,23.50","26.25,25.50,25.00,25.75,24.25,24.00,23.50,23.25,25.50,26.25,24.50,24.25,24.00,24.25,23.25,23.25","25.25,25.00,25.25,24.50,24.00,23.75,23.75,23.50,24.50,24.50,24.50,24.75,24.00,23.25,24.50,24.00",4
0,30,"28.00,28.00,27.50,27.50,26.50,24.25,25.00,24.50,27.75,27.50,27.00,26.50,26.00,25.25,24.75,24.50","27.25,26.50,26.00,26.75,26.25,24.75,25.00,24.25,26.75,26.00,26.25,26.50,26.75,25.75,24.75,24.50","26.50,25.75,25.50,26.25,25.25,25.00,24.50,24.25,26.25,27.00,25.50,25.25,24.75,24.75,23.75,24.00","25.50,26.25,25.50,25.00,24.75,24.50,24.00,23.75,24.75,25.50,24.75,24.75,24.00,24.25,24.50,24.75",4
0,30,"27.25,27.75,26.75,26.50,25.75,24.75,23.75,23.50,27.25,27.25,26.50,25.50,25.00,24.50,23.75,23.75","27.00,25.75,25.50,25.50,25.00,24.00,24.00,23.75,26.50,25.75,25.50,26.00,25.50,24.50,24.00,23.50","26.25,25.75,25.00,26.00,24.50,24.25,24.00,23.75,26.25,25.25,24.50,24.50,24.00,24.25,23.00,24.00","25.50,26.50,24.75,24.50,24.25,23.75,24.75,23.50,25.00,24.75,24.75,23.75,23.75,24.00,23.75,24.00",4
0,30,"28.25,27.25,27.50,27.00,26.50,25.00,24.50,24.25,27.75,28.00,27.25,26.25,25.50,25.25,24.75,25.00","28.00,26.50,26.00,26.25,25.50,24.75,25.00,24.50,27.00,25.75,26.50,27.50,26.50,25.00,24.50,24.50","26.75,25.75,25.75,27.00,26.00,24.75,24.25,24.00,26.50,27.00,25.00,25.75,25.25,25.00,24.00,23.50","26.00,26.75,25.25,25.25,24.75,24.50,24.50,24.50,25.00,25.25,25.00,24.75,24.50,24.25,24.50,24.50",4
1,30,"28.00,27.75,27.25,27.00,26.00,25.50,25.25,24.50,28.00,27.25,27.00,26.50,25.75,24.75,24.50,25.00","27.50,26.50,26.00,26.00,25.75,25.00,24.75,24.00,26.50,26.25,26.25,27.00,26.50,25.00,24.50,24.00","26.75,25.50,26.00,26.75,25.50,25.25,24.25,24.25,26.75,27.00,25.00,25.00,24.75,24.50,24.00,23.50","25.75,26.25,25.50,25.00,24.75,24.50,24.25,24.50,24.75,25.25,25.25,25.00,24.00,24.25,24.50,24.50",4
1,30,"28.50,28.25,27.75,27.00,26.75,25.25,25.50,24.25,28.00,27.75,27.25,27.00,25.75,25.50,24.75,25.00","27.75,27.00,26.00,27.25,26.25,25.00,24.75,24.75,27.00,26.25,26.50,27.25,27.50,25.75,24.75,24.75","26.75,26.00,26.00,27.25,26.50,25.00,24.75,24.00,26.50,26.75,25.25,25.75,25.00,25.25,24.50,24.00","26.00,26.50,26.25,25.25,25.25,24.75,24.75,24.50,25.50,25.75,25.50,25.50,25.25,25.25,24.50,24.75",4
0,30,"28.25,28.00,27.50,27.00,26.75,25.75,25.00,24.25,28.00,27.75,27.50,27.00,25.50,25.75,24.00,25.00","27.50,26.25,25.75,26.75,26.50,25.25,24.75,24.75,27.00,26.00,26.25,26.75,27.00,25.25,24.50,23.75","26.75,25.75,26.00,27.00,25.75,25.25,24.50,24.50,27.00,26.75,25.50,25.75,25.25,24.25,24.00,23.75","26.00,26.75,25.75,25.50,25.00,24.25,25.00,24.25,25.25,25.25,25.25,25.75,24.75,24.25,24.25,24.50",4
0,30,"28.00,27.75,27.50,27.25,26.25,25.25,25.25,25.00,27.50,27.50,26.75,26.50,26.00,25.00,24.50,24.75","27.25,26.50,25.75,25.75,26.25,24.75,25.00,24.25,26.75,26.00,26.25,27.00,27.00,25.50,24.00,24.75","26.75,25.75,25.50,26.75,25.00,24.75,24.25,24.00,26.50,26.75,25.25,25.25,24.50,24.50,24.25,24.00","25.75,26.00,25.50,25.00,24.75,25.00,24.50,24.25,24.75,25.75,25.00,24.75,24.75,24.50,24.75,24.50",4
0,31,"28.25,27.75,27.00,27.00,26.00,24.75,24.75,24.75,28.00,27.75,27.00,26.00,25.25,25.00,24.25,25.00","27.75,26.75,26.00,26.25,24.75,24.25,24.75,24.50,26.75,26.00,25.75,26.25,25.00,25.25,24.50,24.50","27.00,25.75,26.00,26.25,24.75,24.75,23.75,24.25,26.50,27.00,25.75,25.00,24.50,24.75,24.25,24.00","26.25,26.00,25.50,24.75,24.75,24.50,24.50,24.25,25.00,25.75,25.25,25.25,24.75,24.50,24.75,24.75",4
1,30,"27.50,27.75,27.00,27.25,26.25,24.25,24.50,24.25,27.50,27.25,26.75,26.00,24.75,24.75,23.75,24.00","26.75,26.25,25.00,25.00,24.50,24.00,24.50,24.25,27.00,25.75,25.00,26.00,24.50,24.25,24.25,23.75","26.50,25.50,25.00,25.75,24.75,24.00,23.75,23.75,26.50,26.25,24.50,24.75,24.25,24.25,23.50,23.75","25.00,26.00,25.25,24.25,24.50,23.75,24.50,24.00,25.25,25.25,24.50,25.00,24.00,24.25,24.00,24.50",4
0,29,"28.00,27.75,27.00,26.75,26.00,25.00,25.50,24.75,27.50,27.50,26.75,26.00,25.25,25.25,24.25,24.75","27.50,26.50,25.50,25.50,25.00,24.50,24.50,24.25,26.75,26.25,25.25,26.25,24.50,25.00,24.50,24.50","26.75,26.00,25.00,25.75,25.50,24.50,24.50,24.00,26.75,27.25,25.50,25.00,24.75,24.25,24.50,24.00","26.00,25.75,25.25,24.75,24.75,24.25,24.50,24.25,25.75,25.50,25.50,25.00,24.50,24.75,24.50,24.50",4
0,29,"27.75,27.50,26.75,26.75,25.25,24.25,24.50,24.00,27.25,27.00,26.50,25.75,24.50,24.25,23.50,24.25","27.00,26.00,25.25,25.00,24.00,24.25,24.25,24.25,26.50,25.50,24.75,25.50,24.25,24.50,23.75,23.50","26.75,25.50,25.25,25.50,24.25,24.00,23.75,23.75,26.00,27.00,24.75,24.50,24.25,23.75,23.25,23.25","26.00,25.50,25.25,24.25,24.25,24.25,24.00,24.00,24.25,24.75,24.50,24.50,24.25,24.00,24.00,24.50",4
0,29,"27.75,27.00,26.75,26.50,25.25,25.00,24.50,23.75,27.25,26.50,26.50,26.00,25.00,24.75,23.75,24.25","26.75,26.00,25.00,25.25,24.25,24.25,24.25,23.50,26.75,25.75,25.25,25.25,24.50,24.25,24.00,23.50","27.00,25.25,25.25,25.75,24.25,24.00,23.75,23.75,26.00,25.75,25.50,24.50,24.00,24.25,23.50,23.25","25.75,25.00,25.00,24.50,24.00,24.00,24.00,24.00,24.50,25.25,25.00,25.00,24.25,24.25,24.25,24.50",4
0,29,"27.25,27.50,26.75,26.75,26.00,24.75,24.25,24.25,27.25,27.25,26.50,25.50,25.00,25.00,24.25,24.50","27.25,26.25,25.00,25.25,24.50,24.25,24.25,23.75,26.75,25.25,25.00,25.25,24.50,24.75,24.00,24.00","26.75,25.50,25.25,25.75,24.25,23.75,23.50,24.50,26.50,26.50,25.00,24.75,24.25,24.25,23.50,23.75","25.25,25.75,24.75,24.75,24.25,23.75,24.50,24.25,24.00,25.25,25.00,24.25,24.25,24.50,24.25,25.00",4
1,29,"26.75,27.50,26.75,26.50,25.25,24.50,23.75,24.00,27.00,27.00,26.25,25.75,25.50,24.75,24.00,24.25","27.00,26.00,25.00,25.25,24.50,24.25,24.25,23.75,26.25,25.75,25.25,25.50,24.25,24.50,24.00,23.75","26.75,26.25,25.75,26.00,24.50,23.75,24.00,23.75,26.00,26.25,25.00,24.75,24.25,24.25,24.00,23.25","25.50,25.00,25.50,24.75,24.25,24.25,24.00,24.00,24.75,25.00,25.00,24.25,24.00,23.50,24.25,24.50",4
0,29,"27.50,27.50,27.00,26.50,26.50,25.25,25.50,24.75,27.75,27.75,27.00,26.25,25.75,25.50,25.25,25.50","27.50,26.25,25.50,25.50,25.00,26.00,26.25,24.75,26.50,25.50,25.50,26.25,24.75,25.25,25.50,25.50","26.25,25.75,25.75,25.75,25.00,24.00,24.50,26.00,25.50,25.75,24.50,25.00,25.00,24.75,24.00,23.25","25.75,25.75,25.50,24.75,24.75,24.50,24.75,24.25,25.00,25.50,25.75,25.00,25.00,24.75,24.75,25.00",4
0,29,"27.50,27.50,27.00,26.25,25.75,24.75,24.75,24.50,27.50,27.50,26.25,25.75,26.00,24.75,24.00,24.75","27.25,26.25,25.50,25.75,24.25,24.75,25.00,24.50,26.75,26.25,25.25,26.00,24.75,24.50,23.75,24.25","27.00,26.75,25.75,25.75,24.75,24.00,24.25,24.50,26.75,26.50,25.25,25.25,24.75,24.50,24.25,23.75","27.00,26.25,25.50,25.00,24.75,24.50,24.50,24.50,25.00,25.25,25.25,25.00,24.25,24.00,24.25,24.75",4
0,29,"27.50,27.75,27.00,26.75,25.75,25.00,25.25,23.75,27.50,28.00,27.25,26.00,26.00,25.25,24.50,24.75","27.75,26.75,26.00,26.25,25.00,24.75,25.00,24.50,27.25,26.75,26.50,26.50,24.75,25.00,24.25,24.75","27.50,27.50,27.75,26.50,25.00,24.75,24.75,23.75,25.75,26.50,26.00,25.25,24.75,24.50,24.00,24.25","25.50,25.50,25.50,24.75,24.75,24.50,25.00,24.25,25.25,25.75,25.25,25.00,25.00,24.50,25.00,24.25",4
0,29,"27.50,27.50,27.75,27.00,26.25,25.00,25.25,24.50,27.75,27.50,26.75,26.00,25.75,25.00,24.25,24.25","27.75,26.75,26.25,25.75,24.75,24.25,24.50,24.25,27.50,26.75,25.75,26.25,25.00,25.00,24.75,24.50","27.50,27.00,27.50,26.75,25.25,24.50,24.25,24.25,26.00,26.00,25.50,25.25,25.00,25.00,24.25,24.25","26.00,25.50,25.75,25.00,24.75,24.25,24.75,24.50,25.25,25.25,25.50,25.50,25.00,24.25,25.25,25.00",4
0,29,"28.50,27.50,27.50,27.25,26.75,25.50,24.25,24.75,27.75,27.75,27.00,26.25,26.25,25.25,25.25,25.25","28.50,27.25,26.00,25.75,25.00,25.00,24.75,24.50,27.50,27.25,26.50,25.75,25.25,25.25,25.00,24.75","28.50,27.25,27.00,27.00,25.50,24.75,24.75,25.00,27.00,27.25,26.25,26.00,25.25,25.00,24.25,24.50","26.00,26.25,26.00,25.75,25.25,24.00,25.00,24.75,25.75,25.50,25.75,25.75,25.00,24.75,25.00,26.00",4
1,29,"29.00,29.25,28.25,27.75,27.00,25.75,25.75,25.00,28.50,29.00,28.25,27.25,26.50,26.25,25.25,25.00","29.00,28.75,28.50,27.00,26.00,26.00,25.75,24.75,28.75,28.25,28.50,27.25,25.75,26.25,25.25,25.50","28.50,28.25,29.00,27.25,26.00,25.75,25.25,25.00,26.75,27.75,29.00,26.75,25.50,25.50,25.00,25.00","26.75,26.75,27.00,26.25,25.75,25.75,25.25,25.25,26.50,26.25,26.50,26.50,25.25,25.75,25.25,25.25",4
1,29,"28.25,28.50,27.75,27.00,26.50,25.00,25.00,24.50,28.25,27.75,27.25,26.25,26.00,25.50,24.75,24.75","27.75,27.00,26.00,25.75,24.75,25.00,25.25,24.50,27.50,27.25,26.75,25.50,24.50,25.25,24.75,24.75","27.25,27.25,27.00,25.25,24.75,24.75,24.50,24.50,26.75,26.75,26.00,25.25,24.75,25.00,24.00,23.75","26.75,26.00,26.00,25.25,25.25,24.50,24.50,25.00,25.75,26.50,25.25,25.25,25.25,24.50,25.00,25.25",4
0,29,"28.50,28.25,27.75,27.00,26.50,25.00,25.50,24.25,28.00,28.00,27.25,26.75,25.50,25.00,24.75,24.75","27.75,27.50,26.25,25.75,25.00,24.75,24.75,24.75,26.25,26.25,26.50,26.25,25.00,24.75,24.50,24.50","27.50,26.75,26.50,26.50,25.00,24.75,24.50,24.25,27.50,26.25,25.25,27.25,24.75,24.75,24.00,24.00","27.25,26.50,25.75,25.75,24.75,24.25,24.75,24.25,25.75,26.00,25.50,25.75,25.00,25.00,24.50,25.75",4
1,29,"28.25,28.25,28.00,27.75,27.00,26.00,26.00,26.00,28.25,28.50,28.25,27.25,26.75,26.75,26.00,27.75","28.00,27.00,27.50,27.00,26.50,27.00,27.25,26.50,26.75,26.50,26.25,27.25,26.75,27.25,27.25,26.75","28.00,26.75,26.25,26.00,26.50,27.00,27.25,27.25,27.50,27.00,25.50,25.75,25.50,26.00,27.25,27.50","27.50,26.50,25.75,25.50,25.25,25.00,25.50,26.50,25.25,26.00,25.75,25.25,25.50,25.00,25.00,25.00",4
0,29,"29.00,28.50,27.75,27.25,26.75,25.50,25.25,25.25,28.25,28.00,27.75,26.25,26.25,25.25,24.50,24.75","28.00,27.00,27.00,26.00,25.75,25.00,25.25,24.75,26.75,26.75,27.00,26.50,25.00,25.50,25.00,24.50","27.25,26.50,26.50,26.75,25.00,25.00,24.50,24.50,26.50,26.50,25.50,25.75,25.00,24.50,24.25,24.25","27.50,26.00,25.50,25.25,25.25,24.75,25.25,24.50,25.75,26.00,25.75,25.25,25.00,25.00,24.50,24.50",4
0,29,"28.25,28.00,27.75,27.50,26.00,25.25,25.00,24.50,28.00,28.00,27.50,26.00,25.50,25.25,24.50,24.75","27.50,27.00,26.50,26.00,25.25,24.25,24.75,24.50,26.50,25.75,26.25,25.50,25.00,24.75,24.75,24.25","26.50,26.75,25.75,24.75,24.50,24.75,24.50,24.00,26.50,26.50,25.00,25.00,25.25,25.00,24.00,24.00","27.00,25.75,25.75,25.25,25.00,24.25,24.50,24.50,25.50,25.50,25.50,25.00,24.50,24.75,24.75,24.75",4
0,29,"28.50,28.25,27.75,27.00,26.50,24.75,25.00,24.75,28.25,28.25,27.50,26.25,26.00,25.25,24.25,25.25","28.00,27.00,26.75,26.50,25.25,25.25,25.00,24.75,26.00,26.50,26.75,26.00,25.00,25.25,24.75,24.50","27.00,26.50,25.75,25.25,25.00,25.00,24.50,24.25,27.50,26.25,25.25,25.25,24.75,25.00,24.50,24.00","27.25,26.25,25.25,25.00,24.75,24.50,25.25,24.75,25.75,26.25,25.50,25.50,25.25,24.75,25.00,25.25",4
0,29,"28.50,28.00,27.75,27.25,26.50,25.75,25.50,25.00,28.00,27.75,27.50,27.00,25.50,25.75,25.25,25.00","28.25,27.25,27.00,26.50,25.50,25.25,25.25,25.00,26.50,26.25,26.50,26.00,25.00,25.00,24.75,24.75","27.25,27.25,25.75,25.25,25.25,25.00,25.00,24.75,27.75,26.25,25.50,25.75,25.00,25.00,24.75,24.50","27.25,26.25,26.00,25.50,25.00,24.75,24.50,25.25,25.50,25.50,25.75,26.00,25.00,24.50,25.25,25.25",4
0,29,"28.00,28.25,27.50,26.75,26.50,25.25,25.50,24.50,27.50,28.00,27.00,26.00,25.50,25.00,24.75,25.00","27.75,26.75,26.75,26.50,24.75,24.75,24.75,24.25,26.50,26.00,26.25,25.50,25.25,25.00,24.75,24.75","26.75,26.75,26.00,24.75,24.50,24.50,24.50,24.75,27.25,25.25,24.75,24.50,24.75,25.00,25.00,24.50","27.00,26.00,25.50,25.25,25.00,24.75,24.50,24.25,25.00,25.75,25.50,25.00,24.75,24.25,25.50,25.25",4
1,29,"28.25,28.50,27.75,27.00,26.25,25.50,25.50,24.50,28.25,28.25,28.00,26.75,26.25,25.25,24.75,25.25","28.25,27.25,27.25,26.25,25.00,25.50,25.00,25.00,27.25,27.00,26.50,26.25,25.50,25.25,24.75,25.25","28.00,27.00,26.50,25.75,25.00,25.50,25.00,24.25,27.50,26.25,25.25,25.50,25.25,25.25,24.75,25.00","27.25,27.50,26.25,25.75,25.25,25.00,25.00,25.25,25.75,26.00,25.75,25.50,25.25,24.50,25.25,25.25",4
0,29,"28.75,28.25,28.00,27.50,26.50,25.00,25.50,24.75,28.00,28.25,27.75,26.75,26.00,25.25,24.50,25.00","28.25,27.50,27.25,26.25,25.75,25.00,25.00,24.75,27.75,27.00,26.50,26.25,25.25,25.50,25.25,24.75","27.75,26.75,26.00,25.50,25.50,25.00,24.50,24.75,27.50,27.00,25.25,25.50,25.25,25.25,24.50,23.75","27.00,26.75,26.25,25.75,25.25,25.00,25.25,24.50,26.00,26.00,26.00,25.75,25.25,24.50,25.00,24.50",4
0,29,"28.50,28.25,27.75,27.75,26.50,25.50,25.75,24.75,28.00,28.00,27.75,26.25,25.75,25.75,24.75,25.25","28.00,27.00,27.00,26.50,25.00,24.75,25.00,24.00,27.00,26.75,26.25,26.00,24.50,25.25,24.75,24.25","28.00,26.50,26.00,25.75,25.25,24.75,24.50,24.50,27.00,25.75,25.50,25.50,25.00,25.00,24.25,24.00","26.25,26.50,25.75,25.25,25.00,24.75,25.00,24.50,26.25,25.75,25.50,26.00,24.75,24.75,25.25,24.75",4
1,29,"28.50,28.00,27.75,27.50,26.00,25.25,25.25,24.25,28.25,28.75,27.50,26.25,25.50,25.25,24.75,25.00","28.00,27.00,27.25,26.25,24.75,24.75,24.75,24.25,27.00,26.75,26.25,26.00,25.00,25.00,24.75,24.75","27.75,26.75,26.00,25.00,24.50,24.75,24.50,23.75,27.25,26.25,25.25,25.25,24.50,25.00,24.25,24.25","26.75,26.25,26.25,25.00,24.75,25.00,24.75,25.00,25.50,26.25,25.75,25.50,24.50,25.00,24.50,25.25",4
0,29,"28.75,28.75,27.75,27.50,27.00,25.75,25.25,25.50,28.75,28.75,27.75,26.75,26.00,25.25,25.25,25.50","28.25,27.75,27.50,26.75,25.00,25.00,24.75,24.50,27.50,26.25,26.50,25.75,25.25,25.00,25.25,24.50","27.50,27.00,26.00,25.50,25.25,24.75,25.25,25.00,26.50,26.75,25.25,25.25,25.25,25.00,24.50,24.50","26.25,25.75,25.75,25.25,25.00,24.75,25.25,25.00,25.75,26.00,25.75,26.00,25.25,24.75,25.00,25.00",4
0,29,"28.25,28.00,27.75,27.25,26.25,25.25,25.50,24.25,28.50,28.25,27.75,26.25,25.75,25.25,24.50,24.75","28.00,26.75,27.00,26.50,25.25,25.00,24.75,24.75,26.50,25.75,25.75,25.50,24.75,25.00,24.50,24.75","26.75,26.75,25.75,25.25,25.00,24.25,24.75,24.50,26.25,26.50,24.75,25.25,24.50,24.75,24.25,23.75","26.25,25.75,25.50,24.75,24.50,24.50,25.25,24.50,26.00,25.25,25.25,25.25,24.75,24.50,24.75,25.50",4
0,29,"28.50,28.75,28.25,28.00,27.00,25.75,25.50,25.00,28.75,28.75,28.00,27.25,26.00,25.75,25.00,25.50","28.25,27.50,27.25,27.25,25.25,25.75,25.50,24.75,26.75,26.50,26.75,26.25,25.75,25.50,25.00,24.50","26.75,27.00,26.50,25.75,25.75,25.00,24.75,24.75,26.75,26.25,25.25,25.50,25.25,25.00,25.00,24.75","26.50,26.50,25.75,25.75,25.75,25.25,25.50,25.00,26.25,26.25,26.00,26.00,25.25,25.25,25.00,25.50",4
0,29,"28.75,28.75,28.00,27.50,26.75,26.00,26.25,25.00,28.75,28.75,28.00,27.00,25.50,26.25,25.00,25.50","28.25,27.50,27.50,26.75,25.50,25.50,25.25,24.50,27.00,26.75,26.50,26.25,25.75,25.50,25.00,25.00","27.25,27.00,26.50,25.75,25.50,25.50,24.50,24.75,26.50,26.25,25.50,25.75,25.50,25.25,24.75,24.75","26.25,26.00,26.00,25.50,25.00,25.50,24.75,24.75,26.00,26.25,26.00,25.25,25.25,25.00,25.00,25.50",4
1,29,"28.50,28.50,28.00,27.50,26.75,25.75,25.25,24.75,28.50,28.25,27.75,26.75,26.00,25.25,24.50,25.00","27.75,27.75,27.00,25.75,25.25,25.00,25.50,24.75,26.75,26.50,26.50,26.00,25.00,25.50,25.25,24.50","27.00,26.50,26.00,25.00,25.00,25.25,24.75,24.25,25.75,26.00,25.50,25.00,24.75,25.50,25.00,24.00","25.75,25.75,25.75,25.25,24.75,25.25,25.00,24.75,25.75,25.50,25.25,25.50,25.00,24.75,25.50,24.75",4
0,29,"29.00,28.75,28.00,27.75,26.75,25.50,25.50,24.25,28.50,28.50,27.75,27.00,26.00,25.75,25.25,25.00","28.50,27.75,27.00,26.50,25.75,25.50,24.75,24.50,27.00,26.75,26.25,26.50,25.25,25.50,25.00,24.50","27.25,26.50,26.25,25.50,25.25,25.00,25.00,24.75,26.25,26.00,25.25,25.50,25.25,25.00,24.75,24.50","27.00,26.00,25.50,25.25,24.75,24.50,25.25,25.00,26.00,25.75,25.25,25.50,25.00,24.75,24.50,25.00",4
0,29,"28.50,28.50,27.75,27.75,26.75,25.25,25.25,24.75,28.50,28.00,27.75,27.00,25.50,25.25,24.50,25.00","28.50,27.25,27.25,26.50,24.75,25.00,25.00,24.50,26.75,26.75,26.00,26.00,25.25,25.50,24.75,24.25","26.75,27.25,26.25,25.25,25.00,24.75,24.50,24.50,25.75,26.00,25.50,25.00,25.00,25.00,24.75,24.50","26.00,25.75,25.75,25.25,25.25,24.75,25.00,24.50,25.75,26.25,25.25,25.75,25.25,24.50,25.00,24.75",4
0,29,"29.25,28.75,28.00,27.50,27.00,25.75,25.00,25.25,28.75,28.25,27.75,27.25,25.75,25.50,25.00,25.50","28.50,27.25,27.25,26.50,25.50,25.00,25.50,25.00,26.75,26.50,26.25,26.50,25.50,25.25,25.00,24.75","27.50,27.00,26.25,26.00,25.25,25.00,25.00,25.00,26.25,25.75,25.25,25.50,25.25,25.25,24.75,24.75","26.25,26.00,25.75,25.25,24.75,24.75,25.00,24.50,26.00,25.50,25.50,25.25,24.25,24.75,25.50,25.25",4
0,30,"29.00,28.50,28.50,28.00,26.75,25.50,25.50,25.50,29.00,29.00,28.25,27.25,26.25,26.00,25.00,25.50","28.75,27.50,27.50,26.25,25.50,25.75,25.50,25.25,27.50,27.25,26.50,26.50,25.50,25.75,25.00,24.75","28.25,27.25,26.50,25.75,25.75,25.00,25.25,24.50,27.75,27.25,26.00,26.00,25.00,25.25,25.25,24.00","26.75,26.75,26.00,25.50,25.75,25.50,25.50,25.00,26.25,26.75,25.50,25.75,25.50,24.75,25.75,25.75",4
0,29,"29.00,28.50,28.00,27.50,26.50,25.00,25.50,25.00,28.00,28.25,27.75,26.50,26.00,25.50,25.00,25.00","28.00,27.25,27.00,26.25,25.25,25.50,24.75,24.50,26.75,26.25,26.00,25.50,25.00,24.75,24.75,24.75","27.25,26.75,25.50,25.50,25.00,24.75,24.50,24.25,26.25,25.75,25.00,25.00,24.75,25.25,24.25,24.00","26.50,26.00,25.50,25.25,25.00,24.75,24.75,24.50,25.50,26.00,25.50,25.25,25.00,24.50,25.00,24.75",4
0,29,"28.25,28.25,28.50,27.50,26.50,25.50,25.25,25.00,28.75,28.25,28.00,26.50,26.00,25.50,24.50,25.50","28.25,27.50,27.00,26.75,25.25,24.75,25.25,24.50,26.75,26.50,26.75,25.75,25.00,25.50,24.75,24.75","28.00,27.25,26.00,25.50,25.00,24.75,24.50,24.50,26.00,26.00,25.50,25.25,25.25,25.25,24.50,24.50","26.00,26.25,25.50,25.25,25.00,24.75,25.25,25.00,25.75,26.00,25.75,25.75,25.50,25.00,25.25,25.00",4
0,29,"28.75,28.50,28.00,28.00,26.75,25.75,25.25,25.50,28.50,28.25,28.00,26.50,25.75,26.00,24.75,25.50","28.25,27.25,27.25,26.25,25.50,25.00,25.50,24.00,27.25,25.75,26.00,26.00,25.25,25.25,24.75,24.50","27.75,27.50,26.00,25.25,25.50,24.75,24.50,24.25,26.50,26.00,25.50,25.50,25.25,25.00,24.50,24.25","26.00,26.25,25.50,25.25,24.75,25.00,25.00,24.50,25.75,26.00,25.25,25.25,25.00,24.50,25.25,25.25",4
0,29,"29.00,29.00,29.00,28.00,27.50,26.00,25.75,25.00,29.50,29.00,28.00,27.50,26.25,26.50,25.00,25.50","29.00,28.00,28.00,27.00,26.00,25.25,25.25,25.00,27.75,27.00,26.75,26.50,25.50,25.75,25.50,25.75","28.00,27.50,26.50,26.00,26.00,25.50,25.00,25.00,26.75,26.25,25.75,25.75,25.75,25.75,25.75,24.75","27.00,26.75,26.25,25.75,25.50,25.00,25.25,24.75,26.50,26.25,26.00,26.25,25.00,24.75,25.50,25.75",4
0,29,"28.50,28.50,28.50,27.50,26.25,25.00,24.75,24.75,28.00,28.50,27.75,26.75,25.25,25.00,24.50,24.75","28.50,27.25,28.00,26.50,25.00,24.75,24.50,24.50,27.00,26.25,26.00,25.50,24.50,24.75,24.50,24.25","27.50,26.50,25.75,25.00,25.00,24.25,24.25,24.25,26.75,26.50,25.00,25.00,24.50,24.75,24.25,24.25","26.00,26.50,25.25,24.75,24.75,24.50,24.25,24.50,25.50,25.25,25.25,25.25,24.50,24.75,24.50,24.25",4
0,29,"28.50,28.75,28.25,27.50,26.50,25.75,25.50,25.25,28.00,28.25,28.00,27.00,25.75,25.75,24.50,25.25","28.25,27.25,27.25,26.50,25.00,25.00,24.75,24.50,27.25,26.25,26.25,25.75,25.00,25.00,24.75,24.25","26.75,27.00,25.75,25.50,25.00,25.00,25.00,24.75,26.50,26.25,25.25,25.25,25.25,25.00,24.75,23.75","26.50,26.00,25.50,25.50,25.00,24.75,25.00,24.75,25.50,25.75,25.50,25.25,25.00,25.25,24.50,25.00",4
